Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated,Country Label
LV,Liepaja,LV0012A,"56.5231749995,21.004694",SO2,EEA Latvia,µg/m³,1.04,2021-08-06T14:00:00+02:00,Latvia
PL,Krempna,Krempna-MPN,"49.511297,21.498606",NO2,GIOS,µg/m³,1.05532,2021-08-06T14:00:00+02:00,Poland
MK,Centar Municipality,MK0047A,"41.9919999995,21.423",SO2,EEA Macedonia,µg/m³,1.06400266,2021-08-06T03:00:00+02:00,"Macedonia, The former Yugoslav Rep. of"
FI,Kymenlaakso,FI00893,"60.5300199995,27.6754",NO2,EEA Finland,µg/m³,1.0737488,2021-08-06T13:00:00+02:00,Finland
TH,Satun,"City Hall, Satun","6.624686,100.066212",CO,Air4Thai,ppm,1.08,2021-08-06T14:00:00+02:00,Thailand
NO,Levanger,Kirkegata,"63.743864,11.290715",PM2.5,Norway,µg/m³,1.080278,2021-08-06T13:00:00+02:00,Norway
FR,Mayenne,FR23123,"48.0694102185,-0.767692156971",NO2,EEA France,µg/m³,1.1,2021-08-06T04:00:00+02:00,France
BR,Taboão da Serra,Taboão da Serra,"-23.60932386,-46.75829437",CO,Sao Paulo CETESB,ppm,1.1,2021-08-06T14:00:00+02:00,Brazil
FR,Meurthe-et-Moselle,FR30027,"48.5654711084,6.12958247597",SO2,EEA France,µg/m³,1.1,2021-08-06T04:00:00+02:00,France
FR,Vendée,FR23152,"46.6607217865,-1.43682834749",NO2,EEA France,µg/m³,1.1,2021-08-06T04:00:00+02:00,France
BR,Osasco,Osasco,"-23.52672142,-46.79207766",CO,Sao Paulo CETESB,ppm,1.1,2021-08-06T14:00:00+02:00,Brazil
FR,Eure,FR25039,"49.0213216112,1.14831642769",NO2,EEA France,µg/m³,1.1,2021-08-06T04:00:00+02:00,France
US,Oklahoma City,Near Road OKC,"35.502968,-97.577674",CO,AirNow,ppm,1.1,2021-08-06T13:00:00+02:00,United States
FR,Meuse,FR30033,"49.0658373076,5.78555467161",PM2.5,EEA France,µg/m³,1.1,2021-08-06T09:00:00+02:00,France
PL,Otwock,Otwock-Brzozowa,"52.115725,21.237297",PM10,GIOS,µg/m³,1.11,2021-08-06T14:00:00+02:00,Poland
CH,Basel-Landschaft,CH0008A,"47.5410842895,7.5832696",NO2,EEA Switzerland,µg/m³,1.1217,2021-08-06T13:00:00+02:00,Switzerland
TH,Bangkok,National Housing Authority Dindaeng,"13.762517,100.5502",CO,Air4Thai,ppm,1.15,2021-08-06T14:00:00+02:00,Thailand
IT,Carbonia-Iglesias,IT1576A,"39.203333,8.386111",SO2,EEA Italy,µg/m³,1.1721,2021-08-06T09:00:00+02:00,Italy
HU,Pest,HU0032A,"47.3066673295,18.92000198",NO2,EEA Hungary,µg/m³,1.1764113,2021-08-06T13:00:00+02:00,Hungary
DE,Mecklenburg-Vorpommern,DEMV025,"54.31923,13.08101",SO2,EEA Germany,µg/m³,1.18,2021-08-06T02:00:00+02:00,Germany
US,Louisville,Near Road,"38.1935,-85.7121",CO,AirNow,ppm,1.19,2021-08-06T13:00:00+02:00,United States
PL,Parzniewice,Parzniewice,"51.291175,19.517556",SO2,GIOS,µg/m³,1.2,2021-08-06T14:00:00+02:00,Poland
GB,Reigate and Banstead,Reigate and Banstead - Poles Lane,"51.142082,-0.194181",PM10,London Air Quality Network,µg/m³,1.2,2021-08-06T12:00:00+02:00,United Kingdom
PL,Zgierz,Zgierz-Śródmieście,"51.856692,19.421231",SO2,GIOS,µg/m³,1.2,2021-08-06T13:00:00+02:00,Poland
FR,Orne,FR21031,"48.4455430113,0.110833241439",NO2,EEA France,µg/m³,1.2,2021-08-06T04:00:00+02:00,France
FR,Deux-Sèvres,FR09301,"46.8243469168,-0.135460554954",SO2,EEA France,µg/m³,1.2,2021-08-06T10:00:00+02:00,France
DE,Baden-Württemberg,DEBW005,"49.544078,8.465281",SO2,EEA Germany,µg/m³,1.2,2021-08-06T02:00:00+02:00,Germany
US,Washington-Arlington-Alexandria,HU-Beltsville,"39.055302,-76.878304",BC,AirNow,µg/m³,1.2,2021-08-06T13:00:00+02:00,United States
NL,Beverwijk West,Beverwijk West-Creutzberglaan,"52.4893,4.64053",PM2.5,Netherlands,µg/m³,1.2,2021-08-06T04:00:00+02:00,Netherlands
IT,Cagliari,IT2040A,"39.232778,9.188056",SO2,EEA Italy,µg/m³,1.2088,2021-08-06T09:00:00+02:00,Italy
DK,Hovedstaden,DK0034A,"55.6743033303,12.5711139175",SO2,EEA Denmark,µg/m³,1.21,2021-08-06T13:00:00+02:00,Denmark
DE,Bremen,DEHB002,"53.060045,8.916966",SO2,EEA Germany,µg/m³,1.21,2021-08-06T03:00:00+02:00,Germany
CH,Zürich,CH0013A,"47.3868011852,8.53980729902",SO2,EEA Switzerland,µg/m³,1.2219,2021-08-06T13:00:00+02:00,Switzerland
PL,Gdynia,AM4 Gdynia Pogórze,"54.560836,18.493331",SO2,GIOS,µg/m³,1.27126,2021-08-06T14:00:00+02:00,Poland
ZA,City  of  Ekurhuleni,Bedfordview,"-26.178666,28.13314",CO,South Africa,ppm,1.286,2021-08-06T14:00:00+02:00,South Africa
AU,Melton,Melton,"-37.7064552,144.5669",PM2.5,Australia - Victoria,µg/m³,1.29,2021-08-06T13:00:00+02:00,Australia
PL,Augustów,Augustów-Miejska,"53.852639,22.984611",PM2.5,GIOS,µg/m³,1.3,2021-08-06T14:00:00+02:00,Poland
US,Atlanta-Sandy Springs-Marietta,NR-Georgia Tech,"33.778315,-84.391418",CO,AirNow,ppm,1.3,2021-08-06T13:00:00+02:00,United States
PL,Gołuchów,"Gołuchów, Ujęcie Wody","50.621482,20.614057",PM10,GIOS,µg/m³,1.3,2021-08-06T14:00:00+02:00,Poland
FR,Jura,FR82050,"46.6713250479,5.55680766766",PM2.5,EEA France,µg/m³,1.3,2021-08-06T09:00:00+02:00,France
HR,Licko-senjska,HR0013A,"44.8993333328,15.6097777778",NO2,EEA Croatia,µg/m³,1.3,2021-08-06T11:00:00+02:00,Croatia
FR,Haut-Rhin,FR16052,"47.8109434815,7.1055571164",SO2,EEA France,µg/m³,1.3,2021-08-06T07:00:00+02:00,France
IT,Trento,IT1037A,"46.06444,11.12667",SO2,EEA Italy,µg/m³,1.3,2021-08-06T13:00:00+02:00,Italy
PL,Zamość,Zamość ul. Hrubieszowska 69A,"50.716628,23.290247",SO2,GIOS,µg/m³,1.3,2021-08-06T14:00:00+02:00,Poland
PL,Żyrardów,Żyrardów-Roosevelta,"52.053811,20.429892",PM2.5,GIOS,µg/m³,1.33,2021-08-06T14:00:00+02:00,Poland
ZA,Garden Route,George,"-33.981195,22.473122",CO,South Africa,ppm,1.351,2021-08-06T14:00:00+02:00,South Africa
PL,Opatów,"Opatów, MOBILNA","50.798077,21.425467",PM2.5,GIOS,µg/m³,1.36,2021-08-06T13:00:00+02:00,Poland
IT,Imperia,IT2029A,"43.82001,7.774444",SO2,EEA Italy,µg/m³,1.36,2021-08-06T02:00:00+02:00,Italy
IT,Sondrio,IT0906A,"46.167222,9.870556",SO2,EEA Italy,µg/m³,1.390148,2021-08-06T13:00:00+02:00,Italy
IE,Laois,IE001CM,"53.036125,-7.288675",SO2,EEA Ireland,µg/m³,1.4,2021-08-06T13:00:00+02:00,Ireland
FR,Morbihan,FR19033,"47.6488890662,-2.76389155041",NO2,EEA France,µg/m³,1.4,2021-08-06T04:00:00+02:00,France
GB,Haringey,Haringey  - Priory Park South,"51.5839769008,-0.125400278485",NO2,London Air Quality Network,µg/m³,1.4,2021-08-06T08:00:00+02:00,United Kingdom
PL,Gajew,Gajew,"52.14325,19.233225",SO2,GIOS,µg/m³,1.4,2021-08-06T14:00:00+02:00,Poland
PT,Ilha do Faial,PT07001,"38.605,-28.631389",NO2,EEA Portugal,µg/m³,1.4,2021-08-06T12:00:00+02:00,Portugal
PL,Połaniec,"Połaniec, ul. Ruszczańska","50.429014,21.277367",SO2,GIOS,µg/m³,1.4,2021-08-06T14:00:00+02:00,Poland
PL,Sandomierz,"Sandomierz, MOBILNA","50.686423,21.7291",PM10,GIOS,µg/m³,1.4,2021-08-06T14:00:00+02:00,Poland
FR,Oise,FR18043,"49.259568169,2.47440046695",PM2.5,EEA France,µg/m³,1.4,2021-08-06T10:00:00+02:00,France
FR,Mayenne,FR23177,"47.7877116318,-0.444044431463",PM2.5,EEA France,µg/m³,1.4,2021-08-06T04:00:00+02:00,France
FI,Ostrobothnia,FI00586,"63.1012099996,21.60407",PM2.5,EEA Finland,µg/m³,1.4115833,2021-08-06T13:00:00+02:00,Finland
PL,Gubin,"Gubin, ul. Gen. W. Andersa","51.947935,14.724985",NO2,GIOS,µg/m³,1.41913,2021-08-06T14:00:00+02:00,Poland
PL,Gdańsk,AM3 Gdańsk Nowy Port,"54.400833,18.657497",SO2,GIOS,µg/m³,1.42847,2021-08-06T14:00:00+02:00,Poland
PL,Radom,Radom-Tochtermana,"51.399084,21.147474",PM2.5,GIOS,µg/m³,1.43,2021-08-06T14:00:00+02:00,Poland
EE,Tartumaa,EE0021A,"58.3705750026,26.7347611707",SO2,EEA Estonia,µg/m³,1.44512,2021-08-06T14:00:00+02:00,Estonia
ES,Lugo,ES0016R,"42.6347199995,-7.70472",NO2,EEA Spain,µg/m³,1.45,2021-08-06T04:00:00+02:00,Spain
DK,Hovedstaden,DK0034A,"55.6743033303,12.5711139175",PM2.5,EEA Denmark,µg/m³,1.45,2021-08-06T13:00:00+02:00,Denmark
PL,Guty Duże,Guty Duże,"52.943172,21.288167",NO2,GIOS,µg/m³,1.46,2021-08-06T14:00:00+02:00,Poland
CL,Laja,Laja,"-37.2678031387,-72.7106952667",SO2,Chile - SINCA,µg/m³,1.47,2021-08-06T13:00:00+02:00,Chile
ES,Salamanca,ES0013R,"41.2388899995,-5.8975",NO2,EEA Spain,µg/m³,1.47,2021-08-06T04:00:00+02:00,Spain
PL,Jasło,Jaslo-Sikorskiego,"49.744886,21.454617",PM2.5,GIOS,µg/m³,1.47759,2021-08-06T13:00:00+02:00,Poland
ES,Lleida,ES0014R,"41.3938899995,0.73472",NO2,EEA Spain,µg/m³,1.49,2021-08-06T04:00:00+02:00,Spain
BE,Brabant wallon,BETN063,"50.655439,4.668288",NO2,EEA Belgium,µg/m³,1.5,2021-08-06T03:00:00+02:00,Belgium
NL,Veldhoven,Veldhoven-Europalaan,"51.4074,5.39333",NO2,Netherlands,µg/m³,1.5,2021-08-06T04:00:00+02:00,Netherlands
US,Grants Pass,Grants Pass - Parksi,"42.434149,-123.348466",PM2.5,AirNow,µg/m³,1.5,2021-08-06T13:00:00+02:00,United States
FR,Haute-Marne,FR14042,"48.6458392909,4.96611146943",NO2,EEA France,µg/m³,1.5,2021-08-06T04:00:00+02:00,France
HR,Brodsko-posavska,HR0010A,"45.1594722217,17.9951",NO2,EEA Croatia,µg/m³,1.5,2021-08-06T11:00:00+02:00,Croatia
PL,Rybnik,"Rybnik, ul. Borki 37 d","50.111181,18.516139",SO2,GIOS,µg/m³,1.50585,2021-08-06T14:00:00+02:00,Poland
CL,Punta Arenas,Punta Arenas,"-53.1582954922,-70.9214974825",PM2.5,Chile - SINCA,µg/m³,1.51,2021-08-06T12:00:00+02:00,Chile
FI,South Karelia,FI00280,"61.0574799995,28.24585",PM2.5,EEA Finland,µg/m³,1.5133258,2021-08-06T13:00:00+02:00,Finland
DK,Sjælland,DK0012R,"55.6941046894,12.0886287784",NO2,EEA Denmark,µg/m³,1.52,2021-08-06T13:00:00+02:00,Denmark
PL,Otwock,Otwock-Brzozowa,"52.115725,21.237297",SO2,GIOS,µg/m³,1.53,2021-08-06T14:00:00+02:00,Poland
EE,Tartumaa,EE0021A,"58.3705750026,26.7347611707",NO2,EEA Estonia,µg/m³,1.54119,2021-08-06T14:00:00+02:00,Estonia
EE,Jõgevamaa,EE0016A,"58.7027778595,26.75889778",SO2,EEA Estonia,µg/m³,1.55127,2021-08-06T14:00:00+02:00,Estonia
US,Milwaukee-Waukesha-West Allis,MILWAUKEE COLLEGE AV,"42.93257,-87.93434",BC,AirNow,µg/m³,1.56,2021-08-06T13:00:00+02:00,United States
PL,Radomsko,Radomsko-Rolna2,"51.067439,19.448694",SO2,GIOS,µg/m³,1.58,2021-08-06T14:00:00+02:00,Poland
MK,Veles Municipality,MK0040A,"41.7058299995,21.76529",SO2,EEA Macedonia,µg/m³,1.596,2021-08-06T02:00:00+02:00,"Macedonia, The former Yugoslav Rep. of"
FR,Haute-Vienne,FR35019,"45.8758101772,0.823888964515",SO2,EEA France,µg/m³,1.6,2021-08-06T10:00:00+02:00,France
PT,Ilha da Madeira,PT06005,"32.649722,-16.918333",SO2,EEA Portugal,µg/m³,1.6,2021-08-06T11:00:00+02:00,Portugal
US,Roseburg,Roseburg - Garden Va,"43.2266,-123.36479",PM2.5,AirNow,µg/m³,1.6,2021-08-06T13:00:00+02:00,United States
PL,Grajewo,Grajewo - mobilne,"53.639793,22.470274",PM2.5,GIOS,µg/m³,1.6,2021-08-06T14:00:00+02:00,Poland
PL,Florianka,Florianka RPN,"50.551894,22.982861",NO2,GIOS,µg/m³,1.60692,2021-08-06T14:00:00+02:00,Poland
CH,Sankt Gallen,CH0019A,"47.406989569,9.39431174674",NO2,EEA Switzerland,µg/m³,1.672,2021-08-06T13:00:00+02:00,Switzerland
US,CURRY,Brookings CPFA,"42.054597,-124.276768",PM2.5,AirNow,µg/m³,1.7,2021-08-06T13:00:00+02:00,United States
FR,Creuse,FR35005,"46.1699762564,1.86999597749",NO2,EEA France,µg/m³,1.7,2021-08-06T10:00:00+02:00,France
PL,Ostróda,WIOŚ Ostróda Piłsudskiego,"53.694628,19.968892",PM2.5,GIOS,µg/m³,1.70333,2021-08-06T13:00:00+02:00,Poland
IT,Cagliari,IT2049A,"39.286389,9.011389",PM10,EEA Italy,µg/m³,1.7094,2021-08-06T08:00:00+02:00,Italy
PL,Starachowice,"Starachowice, ul. Złota","51.050611,21.084175",PM2.5,GIOS,µg/m³,1.76,2021-08-06T14:00:00+02:00,Poland
FI,Southwest Finland,FI00460,"60.4253199995,22.09611",NO2,EEA Finland,µg/m³,1.7607789,2021-08-06T13:00:00+02:00,Finland
BG,Хасково,BG0041A,"42.056383,25.59345",NO2,EEA Bulgaria,µg/m³,1.77,2021-08-06T12:00:00+02:00,Bulgaria
BE,Namur,BETN073,"50.5027163414,4.98842295409",PM10,EEA Belgium,µg/m³,1.771,2021-08-06T03:00:00+02:00,Belgium
BE,Hainaut,BETN060,"50.6167184022,3.45762442718",PM10,EEA Belgium,µg/m³,1.771,2021-08-06T03:00:00+02:00,Belgium
ZA,Buffalo City Metro,Zwelitsha,"-32.88,27.4",CO,South Africa,ppm,1.782,2021-08-06T08:00:00+02:00,South Africa
US,TILLAMOOK,Tillamook Forestry D,"45.457347,-123.802809",PM2.5,AirNow,µg/m³,1.8,2021-08-06T13:00:00+02:00,United States
US,MARION,Detroit Lake,"44.728314,-122.182756",PM2.5,AirNow,µg/m³,1.8,2021-08-06T13:00:00+02:00,United States
AU,South West Queensland,Upper Humbug,"-27.0908,150.4",PM2.5,Australia - Queensland,µg/m³,1.8,2021-08-06T13:00:00+02:00,Australia
PL,Augustów,Augustów-Miejska,"53.852639,22.984611",NO2,GIOS,µg/m³,1.8,2021-08-06T14:00:00+02:00,Poland
FR,Aisne,FR18080,"49.8428234744,3.28143793505",PM2.5,EEA France,µg/m³,1.8,2021-08-06T10:00:00+02:00,France
US,MULTNOMAH,Portland Benson High,"45.5273,-122.651",PM2.5,AirNow,µg/m³,1.8,2021-08-06T13:00:00+02:00,United States
NL,Veldhoven,Veldhoven-Europalaan,"51.4074,5.39333",PM2.5,Netherlands,µg/m³,1.80276,2021-08-06T04:00:00+02:00,Netherlands
PL,Rymanów-Zdrój,Rymanów-Zdrój-Parkowa,"49.546539,21.851006",PM2.5,GIOS,µg/m³,1.80871,2021-08-06T14:00:00+02:00,Poland
IT,Carbonia-Iglesias,IT1576A,"39.203333,8.386111",NO2,EEA Italy,µg/m³,1.8193,2021-08-06T09:00:00+02:00,Italy
HU,Borsod-Abaúj-Zemplén,HU0026A,"48.2472228995,20.61640358",PM2.5,EEA Hungary,µg/m³,1.8288855,2021-08-06T13:00:00+02:00,Hungary
AU,Altona North,Altona North,"-37.8441238,144.861618",PM2.5,Australia - Victoria,µg/m³,1.85,2021-08-06T13:00:00+02:00,Australia
PL,MIlicz,Milicz,"51.52785,17.276844",PM2.5,GIOS,µg/m³,1.85668,2021-08-06T14:00:00+02:00,Poland
PL,Szymbark,Szymbark,"49.633714,21.116833",NO2,GIOS,µg/m³,1.89705,2021-08-06T14:00:00+02:00,Poland
FR,Bas-Rhin,FR16302,"48.4930125168,7.12980264592",PM2.5,EEA France,µg/m³,1.9,2021-08-06T10:00:00+02:00,France
US,LINN,Lyons,"44.778743,-122.617048",PM2.5,AirNow,µg/m³,1.9,2021-08-06T13:00:00+02:00,United States
LU,Diekirch,LU0104A,"49.7318099995,5.84714",NO2,EEA Luxemburg,µg/m³,1.9,2021-08-06T13:00:00+02:00,Luxembourg
PL,Borsukowizna,Borsukowizna-Wiejska,"53.215492,23.642153",NO2,GIOS,µg/m³,1.9,2021-08-06T14:00:00+02:00,Poland
GB,Hampshire,Portsmouth Background AURN,"50.8282053074,-1.06994447819",NO2,London Air Quality Network,µg/m³,1.9,2021-08-06T11:00:00+02:00,United Kingdom
LT,Šiauliai,LT00022,"55.9378356895,23.30802727",NO2,EEA Lithuania,µg/m³,1.9125,2021-08-06T04:00:00+02:00,Lithuania
PL,Kołobrzeg,Kołobrzeg_KasprowiczaMOB,"54.182603,15.579936",NO2,GIOS,µg/m³,1.91784,2021-08-06T14:00:00+02:00,Poland
PL,Połaniec,"Połaniec, ul. Ruszczańska","50.429014,21.277367",NO2,GIOS,µg/m³,1.96,2021-08-06T14:00:00+02:00,Poland
NL,Dordrecht,Dordrecht-Bamendaweg,"51.8007,4.70824",NO2,Netherlands,µg/m³,1.99,2021-08-06T04:00:00+02:00,Netherlands
IE,Kilkenny,IE0147A,"52.638798,-7.268114",NO2,EEA Ireland,µg/m³,1.99,2021-08-06T13:00:00+02:00,Ireland
EE,Jõgevamaa,EE0016A,"58.7027778595,26.75889778",PM2.5,EEA Estonia,µg/m³,1.996,2021-08-06T14:00:00+02:00,Estonia
CH,Basel-Landschaft,CH0008A,"47.5410842895,7.5832696",PM2.5,EEA Switzerland,µg/m³,1.9998,2021-08-06T13:00:00+02:00,Switzerland
CN,日喀则市,林业技术推广中心,"29.2426,88.8781",PM10,ChinaAQIData,µg/m³,2.0,2021-08-06T03:00:00+02:00,China
GR,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,GR0110R,"38.37524796,23.11026764",NO2,EEA Greece,µg/m³,2.0,2021-08-06T11:00:00+02:00,Greece
GB,Saltash,Saltash Callington Road,"50.411463,-4.227678",PM2.5,DEFRA,µg/m³,2.0,2021-08-06T13:00:00+02:00,United Kingdom
PL,Zielonka,Bory Tucholskie,"53.662136,17.933986",NO2,GIOS,µg/m³,2.0,2021-08-06T14:00:00+02:00,Poland
CN,文登市,文登市环保局,"37.197,122.038",PM10,ChinaAQIData,µg/m³,2.0,2021-08-06T13:00:00+02:00,China
US,Laconia,Laconia,"43.566122,-71.496335",PM2.5,AirNow,µg/m³,2.0,2021-08-06T13:00:00+02:00,United States
GB,Bush Estate,Bush Estate,"55.862281,-3.205782",NO2,DEFRA,µg/m³,2.0,2021-08-06T13:00:00+02:00,United Kingdom
PT,Évora,PT04006,"38.615,-7.3975",NO2,EEA Portugal,µg/m³,2.0,2021-08-06T12:00:00+02:00,Portugal
CN,湘西州,跃进水库(对照点),"28.2558,109.6414",NO2,ChinaAQIData,µg/m³,2.0,2021-08-06T13:00:00+02:00,China
US,Portland-South Portland-Biddeford,Portland - Deering O,"43.660248,-70.268967",PM2.5,AirNow,µg/m³,2.0,2021-08-06T12:00:00+02:00,United States
CL,Valdivia,Valdivia,"-39.8313161047,-73.2285128221",PM2.5,Chile - SINCA,µg/m³,2.0,2021-08-06T13:00:00+02:00,Chile
GB,Lough Navar,Lough Navar,"54.43951,-7.900328",PM2.5,DEFRA,µg/m³,2.0,2021-08-06T13:00:00+02:00,United Kingdom
GB,Wicken Fen,Wicken Fen,"52.2985,0.290917",NO2,DEFRA,µg/m³,2.0,2021-08-06T13:00:00+02:00,United Kingdom
GB,Aston Hill,Aston Hill,"52.50385,-3.034178",NO2,DEFRA,µg/m³,2.0,2021-08-06T13:00:00+02:00,United Kingdom
PT,Viseu,PT02021,"40.641111,-8.100556",PM10,EEA Portugal,µg/m³,2.0,2021-08-06T11:00:00+02:00,Portugal
GB,Charlton,Charlton Mackrell,"51.05625,-2.68345",NO2,DEFRA,µg/m³,2.0,2021-08-06T13:00:00+02:00,United Kingdom
US,PACIFIC,Raymond-4th St,"46.688218,-123.731764",PM2.5,AirNow,µg/m³,2.0,2021-08-06T13:00:00+02:00,United States
US,NPS,MMNPS1031,"40.80083,-124.158425",PM2.5,AirNow,µg/m³,2.0,2021-08-06T13:00:00+02:00,United States
FR,Calvados,FR21001,"49.1922184284,-0.391183068569",PM2.5,EEA France,µg/m³,2.0,2021-08-06T09:00:00+02:00,France
CL,Valdivia,Valdivia,"-39.8313161047,-73.2285128221",PM10,Chile - SINCA,µg/m³,2.0,2021-08-06T13:00:00+02:00,Chile
PL,Łódź,Łódź-Widzew,"51.75805,19.529786",PM2.5,GIOS,µg/m³,2.0,2021-08-06T14:00:00+02:00,Poland
HR,Osjecko-baranjska,HR0011A,"45.6980277772,18.8346388889",PM2.5,EEA Croatia,µg/m³,2.0,2021-08-06T11:00:00+02:00,Croatia
US,Santa Cruz-Watsonville,SLV Middle School AM,"37.06315,-122.083092",PM2.5,AirNow,µg/m³,2.0,2021-08-06T13:00:00+02:00,United States
PL,Legionowo,Legionowo-Zegrzyńska,"52.407578,20.955928",PM10,GIOS,µg/m³,2.01,2021-08-06T14:00:00+02:00,Poland
PL,Kielce,"Kielce, ul. Targowa","50.878998,20.633692",PM2.5,GIOS,µg/m³,2.02,2021-08-06T14:00:00+02:00,Poland
FR,Finistère,FR19012,"48.3863972227,-4.48681534959",PM2.5,EEA France,µg/m³,2.1,2021-08-06T09:00:00+02:00,France
FR,Hautes-Pyrénées,FR12052,"43.2302881526,0.0622219878176",PM2.5,EEA France,µg/m³,2.1,2021-08-06T10:00:00+02:00,France
US,Walla Walla,Walla Walla-12th St,"46.0588,-118.3514",PM2.5,AirNow,µg/m³,2.1,2021-08-06T13:00:00+02:00,United States
FR,Ardennes,FR14051,"49.7452850616,4.71916459783",NO2,EEA France,µg/m³,2.1,2021-08-06T04:00:00+02:00,France
US,037,Cle Elum_Mobile,"47.197523,-120.958207",PM2.5,AirNow,µg/m³,2.1,2021-08-06T12:00:00+02:00,United States
PL,Widuchowa,Widuchowa,"53.122325,14.382245",NO2,GIOS,µg/m³,2.10001,2021-08-06T14:00:00+02:00,Poland
PL,Szamotuły,"Szamotuły, ul. Kołłątaja","52.612277,16.58815",NO2,GIOS,µg/m³,2.10108,2021-08-06T14:00:00+02:00,Poland
AU,Wangaratta,Wangaratta,"-36.36926,146.3133",PM2.5,Australia - Victoria,µg/m³,2.11,2021-08-06T12:00:00+02:00,Australia
SE,Stockholm,SE0003A,"59.3172199995,18.04918",PM2.5,EEA Sweden,µg/m³,2.14241,2021-08-06T13:00:00+02:00,Sweden
PL,Diabla Góra,KMŚ Puszcza Borecka,"54.124819,22.038056",NO2,GIOS,µg/m³,2.15524,2021-08-06T14:00:00+02:00,Poland
RS,Moravički upravni okrug,RS0045A,"43.89316,20.345513",NO2,EEA Servia,µg/m³,2.15839,2021-08-06T14:00:00+02:00,Serbia
FI,Paijanne Tavastia,FI00889,"60.9912899995,25.66579",PM2.5,EEA Finland,µg/m³,2.1658687,2021-08-06T13:00:00+02:00,Finland
HU,Veszprém,HU0034A,"47.0911102295,17.90112114",PM2.5,EEA Hungary,µg/m³,2.167935,2021-08-06T13:00:00+02:00,Hungary
PL,Dębica,Dębica-Grottgera,"50.054786,21.416256",PM2.5,GIOS,µg/m³,2.16998,2021-08-06T14:00:00+02:00,Poland
CH,Vaud,CH0002R,"46.8130974472,6.9444802028",PM2.5,EEA Switzerland,µg/m³,2.1782,2021-08-06T13:00:00+02:00,Switzerland
NL,Philippine,Philippine-Stelleweg,"51.2945,3.74948",NO2,Netherlands,µg/m³,2.18,2021-08-06T04:00:00+02:00,Netherlands
FR,Maine-et-Loire,FR23120,"47.4685406599,-0.556052669294",PM2.5,EEA France,µg/m³,2.2,2021-08-06T04:00:00+02:00,France
PL,Augustów,Augustów-Miejska,"53.852639,22.984611",PM10,GIOS,µg/m³,2.2,2021-08-06T14:00:00+02:00,Poland
US,Shelton,Shelton-W Franklin,"47.213551,-123.100807",PM2.5,AirNow,µg/m³,2.2,2021-08-06T13:00:00+02:00,United States
FR,Moselle,FR01020,"49.3583143914,6.15694515952",PM2.5,EEA France,µg/m³,2.2,2021-08-06T10:00:00+02:00,France
US,KING,Bellevue-SE 12th,"47.600863,-122.148397",PM2.5,AirNow,µg/m³,2.2,2021-08-06T13:00:00+02:00,United States
US,Ellensburg,Ellensburg-Ruby St,"46.9936,-120.545",PM2.5,AirNow,µg/m³,2.2,2021-08-06T13:00:00+02:00,United States
US,DOUGLAS,Roseburg Fire Dept,"43.152911,-123.382212",PM2.5,AirNow,µg/m³,2.2,2021-08-06T13:00:00+02:00,United States
SE,Västerbotten,SE0059A,"63.8288569996,20.258492",PM2.5,EEA Sweden,µg/m³,2.202,2021-08-06T12:00:00+02:00,Sweden
IE,Mayo,IE0118A,"53.851111,-9.299722",NO2,EEA Ireland,µg/m³,2.22,2021-08-06T13:00:00+02:00,Ireland
PL,Czerniawa,Czerniawa,"50.912475,15.31219",NO2,GIOS,µg/m³,2.22536,2021-08-06T14:00:00+02:00,Poland
PL,Ełk,WIOŚ Ełk,"53.828455,22.34845",PM2.5,GIOS,µg/m³,2.24472,2021-08-06T13:00:00+02:00,Poland
ES,Cantabria,ES1529A,"43.4677799995,-3.79028",NO2,EEA Spain,µg/m³,2.25,2021-08-06T03:00:00+02:00,Spain
PL,Opole,Opole automat 5,"50.666736,17.899137",PM2.5,GIOS,µg/m³,2.2901,2021-08-06T14:00:00+02:00,Poland
US,COOS,CTCLUSI Radar Hill-O,"43.381943,-124.263885",PM2.5,AirNow,µg/m³,2.3,2021-08-06T13:00:00+02:00,United States
FR,Deux-Sèvres,FR09301,"46.8243469168,-0.135460554954",NO2,EEA France,µg/m³,2.3,2021-08-06T10:00:00+02:00,France
US,LEWIS,Chehalis-Market Blvd,"46.664089,-122.967323",PM2.5,AirNow,µg/m³,2.3,2021-08-06T13:00:00+02:00,United States
CH,Lucerne,CH0022A,"47.0676911585,8.30067577039",NO2,EEA Switzerland,µg/m³,2.3279,2021-08-06T13:00:00+02:00,Switzerland
FI,Southwest Finland,FI00349,"59.7792299995,21.37395",PM2.5,EEA Finland,µg/m³,2.33363578,2021-08-06T13:00:00+02:00,Finland
BG,Смолян,BG0053R,"41.694342,24.738078",NO2,EEA Bulgaria,µg/m³,2.34,2021-08-06T12:00:00+02:00,Bulgaria
AT,Burgenland,AT10001,"47.8399999995,16.52806",PM2.5,EEA Austria,µg/m³,2.34604978,2021-08-06T13:00:00+02:00,Austria
PL,MIlicz,Milicz,"51.52785,17.276844",PM10,GIOS,µg/m³,2.34845,2021-08-06T14:00:00+02:00,Poland
PL,Konstancin-Jeziorna,Konstancin-Jeziorna-Wierzejewskiego,"52.080625,21.111186",PM2.5,GIOS,µg/m³,2.36,2021-08-06T14:00:00+02:00,Poland
